2003|Abono|131493781|ACTIVO|707681864|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11060|04/01/2023 09:39:07|04/01/2023 09:39:07|19,35|0,25|||0,82|0,02|0|0|0|0|0|OK|00008|||
2003|Abono|167296211|ACTIVO|707682526|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11061|04/01/2023 09:44:21|04/01/2023 09:44:22|10,42|1,05|||1,05|0,10|0|0|0|0|0|OK|00008|||
2002|Cargo|9520831|ACTIVO|707689843|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11082|04/01/2023 10:27:54|04/01/2023 10:27:55|0|0,39|||0|0|0|0|0|0|0|OK||||
2003|Abono|127824421|ACTIVO|707691428|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11085|04/01/2023 10:35:22|04/01/2023 10:35:23|3,67|0,31|||0,52|0|0,05|0|0|0|0|OK|00008|||
2003|Abono|6961051|ACTIVO|707694946|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11091|04/01/2023 10:50:42|04/01/2023 10:50:42|22,19|0,10|||0,10|0,01|0|0|0|0|0|OK|00008|||
2002|Cargo|88478531|ACTIVO|707696690|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11095|04/01/2023 10:57:36|04/01/2023 10:57:36|0|1,65|||0|0|0|0|0|0|0|OK||||
2002|Cargo|13055321|ACTIVO|707697913|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11097|04/01/2023 11:02:17|04/01/2023 11:02:18|0|0,44|||0|0|0|0|0|0|0|OK||||
2003|Abono|9600202611|ACTIVO|707708185|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11121|04/01/2023 11:37:12|04/01/2023 11:37:13|19,59|0,86|||18,63|0,08|0|0|0|0|0|OK|00008|||
2003|Abono|168319491|ACTIVO|707711810|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11125|04/01/2023 11:47:48|04/01/2023 11:47:49|33,71|3,00|||4,44|0,22|0,07|0|0|0|0|OK|00008|||
2002|Cargo|168319561|ACTIVO|707713195|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11130|04/01/2023 11:51:44|04/01/2023 11:51:45|0|4,46|||0|0|0|0|0|0|0|OK||||
2002|Cargo|161952721|ACTIVO|707720548|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11149|04/01/2023 12:12:53|04/01/2023 12:12:54|0|1,64|||0|0|0|0|0|0|0|OK||||
2003|Abono|19154551|ACTIVO|707724808|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11154|04/01/2023 12:24:32|04/01/2023 12:24:33|33,19|3,80|||3,80|0,23|0|0|0|0|0|OK|00008|||
2002|Cargo|19154551|ACTIVO|707724809|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11154|04/01/2023 12:24:32|04/01/2023 12:24:33|0|3,00|||0|0|0|0|0|0|0|OK||||
